timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 4 5 0.39975144689337544 2.4855310662458274E-4
2 16 17 0.39454987657966123 0.005450123420338793
3 16 17 0.3769455370636496 0.02305446293635044
4 1 2 0.3947112480624284 0.005288751937571612
4 9 10 0.39149745306454126 0.008502546935458766
4 16 17 0.38799920497597573 0.012000795024024291
5 1 2 0.3949681546685863 0.005031845331413709
15 12 19 0.39204394511942675 0.007956054880573271
16 12 19 0.36505521929380175 0.034944780706198275
17 12 19 0.3544854069681956 0.04551459303180444
18 12 19 0.3401830665753672 0.059816933424632845
18 12 20 0.3873005868257936 0.01269941317420642
19 12 19 0.3254446794009703 0.0745553205990297
20 12 19 0.34011384817546875 0.059886151824531275
21 12 19 0.39202294925096 0.007977050749040038
23 16 17 0.391607590742691 0.008392409257308997
24 16 17 0.38191396743813827 0.018086032561861753
25 3 12 0.35462435806151343 0.04537564193848659
25 15 16 0.3897344845410654 0.010265515458934615
25 16 17 0.385046075936321 0.014953924063679014
26 15 16 0.38794473588956274 0.01205526411043728
27 15 16 0.39471605542527194 0.005283944574728083
32 2 19 0.39710002157413926 0.002899978425860761
33 2 19 0.3447223811522747 0.05527761884772531
34 2 19 0.3895313481860314 0.01046865181396861
34 10 18 0.3897860272735197 0.010213972726480336
35 10 18 0.32806480224295465 0.07193519775704538
36 10 18 0.3035180102198526 0.09648198978014744
37 10 18 0.38517240993407603 0.01482759006592399
44 8 17 0.3634555323119442 0.036544467688055804
45 8 17 0.3838382311347587 0.016161768865241344
