timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 1 2 0.3474547848886979 0.05254521511130211
2 4 5 0.39430600026553575 0.005693999734464272
2 8 9 0.38750452513953976 0.012495474860460265
2 16 17 0.34475276878324296 0.055247231216757064
3 1 2 0.279039915843921 0.120960084156079
3 4 5 0.3887666420226551 0.011233357977344927
3 8 9 0.38352657741256246 0.01647342258743756
3 16 17 0.25025977748375344 0.14974022251624658
4 1 2 0.26853173923431123 0.1314682607656888
4 4 5 0.39845977531538906 0.001540224684610958
4 16 17 0.19843535693945044 0.20156464306054958
5 1 2 0.3160500956419478 0.08394990435805222
5 16 17 0.20333626159312876 0.19666373840687126
6 1 2 0.39297247661600226 0.007027523383997758
6 16 17 0.22894653963255987 0.17105346036744015
7 8 15 0.38890258378524134 0.011097416214758682
7 11 19 0.366569924709366 0.03343007529063402
7 12 20 0.30731019657936437 0.09268980342063565
7 16 17 0.26421205187499436 0.13578794812500566
8 7 14 0.30632534255748156 0.09367465744251846
8 8 15 0.33562927029938155 0.06437072970061847
8 9 17 0.31372695135946177 0.08627304864053825
8 11 19 0.2637315795907089 0.1362684204092911
8 12 20 0.2507873552009716 0.1492126447990284
8 13 14 0.3600456661486335 0.03995433385136654
8 16 17 0.3558797750527003 0.044120224947299724
8 16 18 0.333265762263251 0.06673423773674902
9 4 10 0.3589113062328783 0.04108869376712171
9 8 15 0.32114369912370744 0.07885630087629258
9 9 17 0.29225742656071546 0.10774257343928456
9 11 19 0.2558210110173824 0.1441789889826176
9 12 20 0.276070335221582 0.12392966477841805
9 13 14 0.2800021048643253 0.11999789513567471
9 15 17 0.3912170363571637 0.008782963642836317
9 16 18 0.23846280703114983 0.1615371929688502
10 4 10 0.33708662412264223 0.06291337587735779
10 8 15 0.3367994980564187 0.06320050194358134
10 9 17 0.3347044768277474 0.06529552317225262
10 10 18 0.3930441944599246 0.00695580554007541
10 11 19 0.27780619019987135 0.12219380980012867
10 12 20 0.361274684958916 0.03872531504108401
10 13 14 0.29887431758209543 0.1011256824179046
10 15 17 0.3065020997273659 0.0934979002726341
10 16 18 0.19878898873514195 0.20121101126485808
11 4 10 0.34967453675549215 0.05032546324450787
11 6 11 0.3116110277725755 0.08838897222742453
11 6 20 0.2829716386233679 0.11702836137663214
11 8 15 0.3632505524247412 0.03674944757525883
11 9 17 0.38175717333738973 0.01824282666261029
11 10 18 0.39375519259082764 0.0062448074091723815
11 11 19 0.2634307549868019 0.13656924501319812
11 11 20 0.2846201001515975 0.11537989984840252
11 13 14 0.2987431188914142 0.10125688110858583
11 15 17 0.2365562431755722 0.16344375682442783
11 16 18 0.1915769134803519 0.2084230865196481
12 4 10 0.36891946231907297 0.031080537680927056
12 5 18 0.3866108683307443 0.013389131669255705
12 6 11 0.2568515392918375 0.1431484607081625
12 6 20 0.2442663989661374 0.15573360103386263
12 8 15 0.3894050925946806 0.010594907405319431
12 9 17 0.39896953675118857 0.001030463248811453
12 10 18 0.3935624111558719 0.006437588844128095
12 11 19 0.2221964521538937 0.17780354784610633
12 11 20 0.25137580384316327 0.14862419615683675
12 13 14 0.34341897309622854 0.05658102690377148
12 15 17 0.18209365321686197 0.21790634678313806
12 16 18 0.1930140696487857 0.20698593035121432
12 16 19 0.39621614045094555 0.003783859549054469
12 18 19 0.3940964921659988 0.0059035078340012315
13 4 5 0.39767683521062525 0.0023231647893747764
13 4 10 0.3575367476401766 0.0424632523598234
13 4 18 0.3068225954918951 0.09317740450810491
13 5 16 0.3762356866087178 0.02376431339128221
13 5 18 0.2925162285079323 0.10748377149206773
13 5 19 0.287473086036226 0.11252691396377401
13 6 11 0.3101486661552461 0.08985133384475391
13 6 20 0.38209909821947585 0.01790090178052417
13 9 17 0.3814289474066733 0.018571052593326698
13 10 17 0.3495954973003458 0.05040450269965424
13 10 18 0.33064623727414927 0.06935376272585075
13 11 19 0.35904512045291953 0.04095487954708049
13 11 20 0.3316845773191986 0.06831542268080143
13 15 17 0.16231565581394095 0.23768434418605908
13 16 18 0.24608035069097714 0.15391964930902288
13 16 19 0.2124428963295395 0.18755710367046052
13 18 19 0.3529040057512505 0.047095994248749495
14 4 10 0.3428601924411606 0.057139807558839406
14 4 18 0.23848468486295463 0.1615153151370454
14 5 16 0.3868254792378313 0.01317452076216874
14 5 18 0.3770997498184234 0.022900250181576598
14 5 19 0.3373987970045057 0.06260120299549432
14 8 17 0.3471917546630376 0.052808245336962434
14 9 17 0.3198714422083706 0.08012855779162942
14 10 15 0.24865648505041674 0.15134351494958329
14 10 17 0.32836728216185956 0.07163271783814046
14 10 18 0.21158399618047702 0.188416003819523
14 11 20 0.3509622367658744 0.04903776323412562
14 15 17 0.21745191118201307 0.18254808881798695
14 16 19 0.19932475707852446 0.20067524292147557
15 4 10 0.38514105122554637 0.01485894877445365
15 4 15 0.3895886760143037 0.01041132398569633
15 4 18 0.25238659836383764 0.14761340163616238
15 6 19 0.3794966258683005 0.020503374131699503
15 8 17 0.2176829975887318 0.18231700241126822
15 9 17 0.2622485071100972 0.13775149288990285
15 10 15 0.14308734644096424 0.2569126535590358
15 10 18 0.20050906225461387 0.19949093774538615
15 15 17 0.293408187647901 0.10659181235209902
15 15 18 0.29477422900476885 0.10522577099523117
15 16 19 0.2847681650529826 0.11523183494701744
16 1 3 0.3829190552466728 0.01708094475332722
16 1 8 0.35562901566428784 0.04437098433571218
16 4 15 0.348331302187627 0.05166869781237304
16 4 18 0.36007458615188276 0.039925413848117264
16 5 18 0.3831703280378039 0.016829671962196147
16 6 19 0.38852963889946035 0.011470361100539672
16 8 15 0.3389457290836109 0.0610542709163891
16 8 17 0.16824267949793137 0.23175732050206865
16 9 17 0.2636581940917997 0.13634180590820033
16 10 18 0.24527319131623604 0.15472680868376398
16 15 17 0.34190287012779735 0.05809712987220267
17 1 3 0.3587785287318237 0.041221471268176324
17 1 8 0.317413696088427 0.08258630391157301
17 1 17 0.2141777710776324 0.18582222892236763
17 4 15 0.34111906364846795 0.058880936351532076
17 5 18 0.39008020721919245 0.009919792780807568
17 8 17 0.21997712311805054 0.18002287688194948
17 9 17 0.2694501494461814 0.13054985055381862
18 1 3 0.34217750317369994 0.057822496826300085
18 1 17 0.16842475137911816 0.23157524862088186
18 3 17 0.3976585755931677 0.0023414244068323264
18 8 9 0.39833373472886735 0.001666265271132672
18 9 17 0.330877992335601 0.06912200766439902
18 15 18 0.3735085039272365 0.02649149607276352
19 1 3 0.33211584781981107 0.06788415218018895
19 1 17 0.22356072918231124 0.1764392708176888
19 3 17 0.38567833571518156 0.014321664284818458
19 4 8 0.3604896019088458 0.0395103980911542
20 1 3 0.28296867165180084 0.11703132834819918
20 1 17 0.2983155112723469 0.10168448872765312
20 2 3 0.3240570273840449 0.07594297261595512
20 4 8 0.33352128158054395 0.06647871841945607
21 1 3 0.29811927704339064 0.10188072295660938
21 2 3 0.2720274727125993 0.12797252728740072
22 2 3 0.28425646004784155 0.11574353995215847
23 2 3 0.33553749547146566 0.06446250452853436
28 4 18 0.3407758749061516 0.059224125093848445
