[01/02/2021-18:41:29] #  202 | MSE = 0.97243 | Loss G = 474.3287 | Loss D = 734.3692 | time = 79.98 s 
[01/02/2021-18:42:48] #  203 | MSE = 0.95657 | Loss G = 472.8994 | Loss D = 734.4667 | time = 79.11 s 
[01/02/2021-18:44:08] #  204 | MSE = 0.96535 | Loss G = 471.2677 | Loss D = 734.9639 | time = 79.90 s 
[01/02/2021-18:45:28] #  205 | MSE = 1.00468 | Loss G = 477.1801 | Loss D = 734.6097 | time = 79.81 s 
[01/02/2021-18:46:47] #  206 | MSE = 0.91397 | Loss G = 467.6676 | Loss D = 734.6044 | time = 79.54 s 
[01/02/2021-18:48:06] #  207 | MSE = 0.93724 | Loss G = 470.5838 | Loss D = 734.3237 | time = 78.63 s 
[01/02/2021-18:49:25] #  208 | MSE = 0.93572 | Loss G = 470.4099 | Loss D = 734.7748 | time = 79.61 s 
[01/02/2021-18:50:45] #  209 | MSE = 0.93630 | Loss G = 469.3180 | Loss D = 734.5070 | time = 79.93 s 
[01/02/2021-18:52:05] #  210 | MSE = 0.96590 | Loss G = 472.9353 | Loss D = 734.7509 | time = 79.56 s 
[01/02/2021-18:53:24] #  211 | MSE = 0.93550 | Loss G = 469.5777 | Loss D = 734.8438 | time = 79.04 s 
[01/02/2021-18:54:43] #  212 | MSE = 0.92995 | Loss G = 468.4778 | Loss D = 734.8611 | time = 79.72 s 
[01/02/2021-18:56:03] #  213 | MSE = 0.92503 | Loss G = 469.7514 | Loss D = 734.5448 | time = 79.31 s 
[01/02/2021-18:57:22] #  214 | MSE = 0.93341 | Loss G = 469.4092 | Loss D = 734.6287 | time = 79.30 s 
