timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
4 31 51 0.3961161707093239 0.0038838292906760996
5 31 51 0.3961161707093239 0.0038838292906760996
6 26 68 0.3934910138742946 0.0065089861257054404
6 31 51 0.3961161707093239 0.0038838292906760996
6 59 68 0.3966823975919239 0.0033176024080761035
7 15 64 0.3989191942584915 0.0010808057415085393
7 31 51 0.3961161707093239 0.0038838292906760996
7 59 68 0.3966823975919239 0.0033176024080761035
8 15 64 0.3989191942584915 0.0010808057415085393
8 16 37 0.3925171308217856 0.007482869178214446
8 59 68 0.3966823975919239 0.0033176024080761035
9 15 64 0.3989191942584915 0.0010808057415085393
10 15 64 0.3989191942584915 0.0010808057415085393
11 13 94 0.3882369957808194 0.01176300421918064
11 97 104 0.3988118907150222 0.0011881092849778119
12 13 94 0.3882369957808194 0.01176300421918064
12 16 101 0.39661540537083617 0.0033845946291638507
12 65 99 0.3887601916681186 0.011239808331881429
13 13 94 0.3882369957808194 0.01176300421918064
13 16 101 0.39661540537083617 0.0033845946291638507
13 52 109 0.3920476736172184 0.00795232638278165
13 65 99 0.3887601916681186 0.011239808331881429
13 69 108 0.3941439429082912 0.005856057091708833
13 74 108 0.3911143060908622 0.008885693909137848
14 13 94 0.3882369957808194 0.01176300421918064
14 22 25 0.3907410134212621 0.009258986578737916
14 52 109 0.3920476736172184 0.00795232638278165
14 65 99 0.3887601916681186 0.011239808331881429
14 69 108 0.3941439429082912 0.005856057091708833
14 83 114 0.39975919898660583 2.4080101339418736E-4
15 22 25 0.3907410134212621 0.009258986578737916
15 23 121 0.39828614035705956 0.0017138596429404629
15 41 75 0.3937315275753507 0.006268472424649341
15 52 109 0.3920476736172184 0.00795232638278165
15 69 108 0.3941439429082912 0.005856057091708833
15 83 114 0.39975919898660583 2.4080101339418736E-4
16 22 25 0.3907410134212621 0.009258986578737916
16 23 121 0.39828614035705956 0.0017138596429404629
16 41 75 0.3937315275753507 0.006268472424649341
16 52 109 0.3920476736172184 0.00795232638278165
16 83 114 0.39975919898660583 2.4080101339418736E-4
16 97 114 0.39670849887061527 0.003291501129384755
17 22 25 0.3907410134212621 0.009258986578737916
17 23 121 0.39828614035705956 0.0017138596429404629
17 41 75 0.3937315275753507 0.006268472424649341
17 52 109 0.3920476736172184 0.00795232638278165
17 97 114 0.39670849887061527 0.003291501129384755
18 16 132 0.3938902056036228 0.0061097943963772106
18 22 25 0.3907410134212621 0.009258986578737916
19 16 132 0.3938902056036228 0.0061097943963772106
19 22 25 0.3907410134212621 0.009258986578737916
20 16 132 0.3938902056036228 0.0061097943963772106
20 144 148 0.39352555641460973 0.006474443585390288
21 96 151 0.3944815498190082 0.005518450180991841
22 77 152 0.3980905708253592 0.0019094291746408198
23 22 104 0.3953443739165037 0.004655626083496345
23 77 152 0.3980905708253592 0.0019094291746408198
23 120 159 0.3909289860764922 0.009071013923507842
24 22 104 0.3953443739165037 0.004655626083496345
24 77 152 0.3980905708253592 0.0019094291746408198
24 120 159 0.3909289860764922 0.009071013923507842
24 143 150 0.3986219987808858 0.0013780012191142443
24 156 163 0.39599044890940804 0.0040095510905919785
25 22 104 0.3953443739165037 0.004655626083496345
25 77 152 0.3980905708253592 0.0019094291746408198
25 110 168 0.39333894995275037 0.00666105004724965
25 113 173 0.3989521451498819 0.0010478548501181018
25 120 159 0.3909289860764922 0.009071013923507842
25 143 150 0.3986219987808858 0.0013780012191142443
25 156 163 0.39599044890940804 0.0040095510905919785
25 157 165 0.3975577547912358 0.0024422452087642377
26 22 104 0.3953443739165037 0.004655626083496345
26 77 152 0.3980905708253592 0.0019094291746408198
26 110 168 0.39333894995275037 0.00666105004724965
26 143 150 0.3986219987808858 0.0013780012191142443
26 157 165 0.3975577547912358 0.0024422452087642377
27 22 104 0.3953443739165037 0.004655626083496345
27 110 168 0.39333894995275037 0.00666105004724965
27 143 150 0.3986219987808858 0.0013780012191142443
27 157 165 0.3975577547912358 0.0024422452087642377
27 163 176 0.3921431642220923 0.007856835777907745
28 22 104 0.3953443739165037 0.004655626083496345
28 141 178 0.393034247517566 0.006965752482434029
28 163 176 0.3921431642220923 0.007856835777907745
29 141 178 0.393034247517566 0.006965752482434029
29 161 182 0.3992851549055171 7.14845094482941E-4
29 163 176 0.3921431642220923 0.007856835777907745
33 174 194 0.398800708138276 0.0011992918617240167
34 174 194 0.398800708138276 0.0011992918617240167
34 179 195 0.3932577546915569 0.00674224530844314
35 30 185 0.39281789781794524 0.007182102182054784
35 174 194 0.398800708138276 0.0011992918617240167
35 179 195 0.3932577546915569 0.00674224530844314
36 174 194 0.398800708138276 0.0011992918617240167
36 179 195 0.3932577546915569 0.00674224530844314
37 179 195 0.3932577546915569 0.00674224530844314
62 121 200 0.3945521392539386 0.005447860746061406
218 63 71 0.39211839913403335 0.007881600865966676
219 63 71 0.39211839913403335 0.007881600865966676
220 63 71 0.39211839913403335 0.007881600865966676
221 63 71 0.39211839913403335 0.007881600865966676
222 63 71 0.39211839913403335 0.007881600865966676
223 63 71 0.39211839913403335 0.007881600865966676
